timestamp;cycle_id;type;action;ticket;price;lot;sl;tp;pnl;exit_reason;spread;atr;rsi;comment
2026.08.12 06:41:51;1786445842;hedge;open;118899083;4394.30;0.05;4391.30;0.00;0.00;;36;3.71;34.7;HedgePend BUY_STOP
2026.08.12 06:45:07;1786445842;main;close;118898987;4388.38;0.03;4388.41;4368.33;7.35;tiered_profit_trail;33;3.84;30.8;
2026.08.12 07:00:54;1786445843;main;open;118904823;4392.54;0.03;4380.54;4415.04;0.00;;36;4.31;44.5;BUY OCO
2026.08.12 07:00:55;1786445843;hedge;open;118905018;4389.70;0.05;4392.70;0.00;0.00;;33;4.31;44.0;HedgePend SELL_STOP
2026.08.12 07:02:17;1786445843;hedge;close;118905018;4389.91;0.05;4392.70;0.00;-1.05;hedge_reversal_giveback_cap;36;4.41;39.5;EA_Breakout_OCO_V7_1 HedgePend
2026.08.12 07:07:53;1786445843;main;close;118904823;4385.69;0.03;4380.54;4415.04;-20.55;soft_sl_momentum;36;4.62;34.6;
2026.08.12 07:14:52;1786445844;main;open;118908017;4388.38;0.03;4376.38;4410.88;0.00;;33;4.73;38.4;BUY OCO
2026.08.12 07:14:52;1786445844;hedge;open;118908418;4384.73;0.05;4387.73;0.00;0.00;;36;4.73;38.1;HedgePend SELL_STOP
2026.08.12 07:37:10;1786445844;main;close;118908017;4391.11;0.03;4391.11;4410.88;8.19;broker_side_close(sl_or_tp_hit);36;4.33;46.1;[sl]
2026.08.12 07:44:39;1786445845;main;open;118915257;4395.00;0.04;4407.00;4372.50;0.00;;33;4.29;53.0;SELL OCO
2026.08.12 07:49:13;1786445845;main;close;118915257;4400.09;0.04;4407.00;4372.50;-20.36;soft_sl_momentum;36;4.37;61.3;
2026.08.12 07:55:37;1786445846;main;open;118919015;4403.05;0.03;4391.05;4425.55;0.00;;36;4.12;66.2;BUY OCO
2026.08.12 07:55:37;1786445846;hedge;open;118919360;4400.56;0.05;4403.56;0.00;0.00;;36;4.12;66.2;HedgePend SELL_STOP
2026.08.12 07:56:49;1786445846;main;close;118919015;4405.70;0.03;4405.65;4425.55;7.95;tiered_profit_trail;36;4.31;68.5;
2026.08.12 08:20:30;1786445847;main;open;118925377;4398.45;0.03;4413.45;4375.95;0.00;;36;3.79;53.7;SELL OCO
2026.08.12 08:20:30;1786445847;hedge;open;118926181;4401.64;0.05;4398.64;0.00;0.00;;36;3.79;53.7;HedgePend BUY_STOP
2026.08.12 08:27:50;1786445847;hedge;close;118926181;4402.07;0.05;4401.86;0.00;2.15;hedge_reversal_giveback_cap;36;3.76;60.5;EA_Breakout_OCO_V7_1 HedgePend
2026.08.12 08:32:42;1786445847;main;close;118925377;4403.45;0.03;4413.45;4375.95;-15.00;time_loss_exit;36;3.72;62.0;
2026.08.12 08:39:08;1786445848;main;open;118929706;4406.55;0.04;4394.55;4429.05;0.00;;36;3.96;67.8;BUY OCO
2026.08.12 08:39:08;1786445848;hedge;open;118930048;4404.33;0.05;4407.33;0.00;0.00;;33;3.96;67.6;HedgePend SELL_STOP
